Entity,Code,Year,variable,value
Panama Canal Zone,,2020,Gas,0
Papua New Guinea,PNG,2020,Gas,1009318
Paraguay,PRY,2020,Gas,0
Peru,PER,2020,Gas,13132972
Philippines,PHL,2020,Gas,7899579
Poland,POL,2020,Gas,36626494
Portugal,PRT,2020,Gas,11864949
Puerto Rico,PRI,2020,Gas,0
Qatar,QAT,2020,Gas,90163522
Reunion,REU,2020,Gas,0
Romania,ROU,2020,Gas,22561796
Russia,RUS,2020,Gas,747590858
Rwanda,RWA,2020,Gas,40874
Ryukyu Islands,,2020,Gas,0
Saint Helena,SHN,2020,Gas,0
Saint Kitts and Nevis,KNA,2020,Gas,0
Saint Lucia,LCA,2020,Gas,0
Saint Pierre and Miquelon,SPM,2020,Gas,0
Saint Vincent and the Grenadines,VCT,2020,Gas,0
Samoa,WSM,2020,Gas,0
Sao Tome and Principe,STP,2020,Gas,0
Saudi Arabia,SAU,2020,Gas,257220261
Senegal,SEN,2020,Gas,23774
Serbia,SRB,2020,Gas,4975958
Seychelles,SYC,2020,Gas,0
Sierra Leone,SLE,2020,Gas,0
Singapore,SGP,2020,Gas,21107206
Sint Maarten (Dutch part),SXM,2020,Gas,0
Slovakia,SVK,2020,Gas,9815822
Slovenia,SVN,2020,Gas,1714088
Solomon Islands,SLB,2020,Gas,0
Somalia,SOM,2020,Gas,0
South Africa,ZAF,2020,Gas,8375703
South America,,2020,Gas,229329818
South Korea,KOR,2020,Gas,114830613
South Sudan,SSD,2020,Gas,0
Spain,ESP,2020,Gas,64131411
Sri Lanka,LKA,2020,Gas,0
St. Kitts-Nevis-Anguilla,,2020,Gas,0
Sudan,SDN,2020,Gas,0
Suriname,SUR,2020,Gas,9040
Sweden,SWE,2020,Gas,1840388
Switzerland,CHE,2020,Gas,6527849
Syria,SYR,2020,Gas,7408219
Taiwan,TWN,2020,Gas,46424545
Tajikistan,TJK,2020,Gas,114473
Tanzania,TZA,2020,Gas,1589999
Thailand,THA,2020,Gas,76122555
Timor,TLS,2020,Gas,0
Togo,TGO,2020,Gas,95094
Tonga,TON,2020,Gas,0
Trinidad and Tobago,TTO,2020,Gas,31135507
Tunisia,TUN,2020,Gas,13056006
Turkey,TUR,2020,Gas,88945504
Turkmenistan,TKM,2020,Gas,53863154
Turks and Caicos Islands,TCA,2020,Gas,0
Tuvalu,TUV,2020,Gas,0
Uganda,UGA,2020,Gas,0
Ukraine,UKR,2020,Gas,62768838
United Arab Emirates,ARE,2020,Gas,115024786
United Kingdom,GBR,2020,Gas,156825264
United States,USA,2020,Gas,1654988292
Upper-middle-income countries,,2020,Gas,2216205067
Uruguay,URY,2020,Gas,93415
Uzbekistan,UZB,2020,Gas,87111753
Vanuatu,VUT,2020,Gas,0
Venezuela,VEN,2020,Gas,24732010
Vietnam,VNM,2020,Gas,16735377
Wallis and Futuna,WLF,2020,Gas,0
World,OWID_WRL,2020,Gas,7399509390
Yemen,YEM,2020,Gas,214731
Zambia,ZMB,2020,Gas,0
Zimbabwe,ZWE,2020,Gas,0
Afghanistan,AFG,2020,Oil,4277487
Africa,,2020,Oil,471445864
Albania,ALB,2020,Oil,3139714
Algeria,DZA,2020,Oil,49330383
Andorra,AND,2020,Oil,466294
Angola,AGO,2020,Oil,11080189
Anguilla,AIA,2020,Oil,123426
Antarctica,ATA,2020,Oil,0
Antigua and Barbuda,ATG,2020,Oil,430410
Argentina,ARG,2020,Oil,61964604
Armenia,ARM,2020,Oil,698067
Aruba,ABW,2020,Oil,753218
Asia,,2020,Oil,4566480146
Asia (excl. China & India),,2020,Oil,2352048777
Australia,AUS,2020,Oil,124605623
Austria,AUT,2020,Oil,30341831
Azerbaijan,AZE,2020,Oil,10561157
Bahamas,BHS,2020,Oil,2329279
Bahrain,BHR,2020,Oil,3606381
Bangladesh,BGD,2020,Oil,17403942
Barbados,BRB,2020,Oil,962093
Belarus,BLR,2020,Oil,16799598
Belgium,BEL,2020,Oil,32579576
Belize,BLZ,2020,Oil,575629
Benin,BEN,2020,Oil,6450718
Bermuda,BMU,2020,Oil,607638
Bhutan,BTN,2020,Oil,601344
Bolivia,BOL,2020,Oil,11402121
Bonaire Sint Eustatius and Saba,BES,2020,Oil,300654
Bosnia and Herzegovina,BIH,2020,Oil,4372802
Botswana,BWA,2020,Oil,2774605
Brazil,BRA,2020,Oil,305511831
British Virgin Islands,VGB,2020,Oil,139250
Brunei,BRN,2020,Oil,1966661
Bulgaria,BGR,2020,Oil,12124673
Burkina Faso,BFA,2020,Oil,3849513
Burundi,BDI,2020,Oil,558912
Cambodia,KHM,2020,Oil,7469528
Cameroon,CMR,2020,Oil,4550456
Canada,CAN,2020,Oil,246354656
Cape Verde,CPV,2020,Oil,549930
Central African Republic,CAF,2020,Oil,187906
Chad,TCD,2020,Oil,776678
Chile,CHL,2020,Oil,43438319
China,CHN,2020,Oil,1611761686
Christmas Island,CXR,2020,Oil,0
Colombia,COL,2020,Oil,36440784
Comoros,COM,2020,Oil,258456
Congo,COG,2020,Oil,1700549
Cook Islands,COK,2020,Oil,79423
Costa Rica,CRI,2020,Oil,7170791
Cote d'Ivoire,CIV,2020,Oil,5823190
Croatia,HRV,2020,Oil,8624301
Cuba,CUB,2020,Oil,17289198
Curacao,CUW,2020,Oil,3218582
Cyprus,CYP,2020,Oil,5624793
Czechia,CZE,2020,Oil,20123272
Democratic Republic of Congo,COD,2020,Oil,1763184
Denmark,DNK,2020,Oil,16638495
Djibouti,DJI,2020,Oil,277841
Dominica,DMA,2020,Oil,139250
Dominican Republic,DOM,2020,Oil,15703642
Ecuador,ECU,2020,Oil,26315940
Egypt,EGY,2020,Oil,95330402
El Salvador,SLV,2020,Oil,5731719
Equatorial Guinea,GNQ,2020,Oil,930135
Eritrea,ERI,2020,Oil,613834
Estonia,EST,2020,Oil,3117693
Eswatini,SWZ,2020,Oil,825445
Ethiopia,ETH,2020,Oil,9608116
Europe,,2020,Oil,1770029228
Europe (excl. EU-27),,2020,Oil,652703730
Europe (excl. EU-28),,2020,Oil,514857554
European Union (27),,2020,Oil,1117325498
European Union (28),,2020,Oil,1255171674
Faeroe Islands,FRO,2020,Oil,683898
Fiji,FJI,2020,Oil,1338842
Finland,FIN,2020,Oil,20211944
France,FRA,2020,Oil,161334743
French Equatorial Africa,,2020,Oil,0
French Guiana,GUF,2020,Oil,728379
French Polynesia,PYF,2020,Oil,828267
French West Africa,,2020,Oil,0
Gabon,GAB,2020,Oil,1763184
Gambia,GMB,2020,Oil,495950
Georgia,GEO,2020,Oil,3222610
Germany,DEU,2020,Oil,250681445
Ghana,GHA,2020,Oil,10802928
Greece,GRC,2020,Oil,27834004
Greenland,GRL,2020,Oil,514413
Grenada,GRD,2020,Oil,294834
Guadeloupe,GLP,2020,Oil,2093042
Guatemala,GTM,2020,Oil,12025027
Guinea,GIN,2020,Oil,3394049
Guinea-Bissau,GNB,2020,Oil,286774
Guyana,GUY,2020,Oil,2051021
Haiti,HTI,2020,Oil,2841973
High-income countries,,2020,Oil,4823552663
Honduras,HND,2020,Oil,8894167
Hong Kong,HKG,2020,Oil,7756081
Hungary,HUN,2020,Oil,18419549
Iceland,ISL,2020,Oil,2081028
India,IND,2020,Oil,602669683
Indonesia,IDN,2020,Oil,165610156
International transport,,2020,Oil,1004232513
Iran,IRN,2020,Oil,221591780
Iraq,IRQ,2020,Oil,131592511
Ireland,IRL,2020,Oil,16786844
Israel,ISR,2020,Oil,19763108
Italy,ITA,2020,Oil,127437789
Jamaica,JAM,2020,Oil,6307408
Japan,JPN,2020,Oil,377381559
Jordan,JOR,2020,Oil,14518916
Kazakhstan,KAZ,2020,Oil,50159345
Kenya,KEN,2020,Oil,12341292
Kiribati,KIR,2020,Oil,68077
Kosovo,OWID_KOS,2020,Oil,2027516
Kuwait,KWT,2020,Oil,44186166
Kuwaiti Oil Fires,,2020,Oil,0
Kyrgyzstan,KGZ,2020,Oil,5278742
Laos,LAO,2020,Oil,3146657
Latvia,LVA,2020,Oil,3979376
Lebanon,LBN,2020,Oil,23024803
Leeward Islands,,2020,Oil,0
Lesotho,LSO,2020,Oil,652032
Liberia,LBR,2020,Oil,887311
Libya,LBY,2020,Oil,22599643
Liechtenstein,LIE,2020,Oil,91154
Lithuania,LTU,2020,Oil,7857764
Low-income countries,,2020,Oil,97254431
Lower-middle-income countries,,2020,Oil,1689959138
Luxembourg,LUX,2020,Oil,5952099
Macao,MAC,2020,Oil,1070317
Madagascar,MDG,2020,Oil,2290570
Malawi,MWI,2020,Oil,1098440
Malaysia,MYS,2020,Oil,77115119
Maldives,MDV,2020,Oil,1796469
Mali,MLI,2020,Oil,3134266
Malta,MLT,2020,Oil,892717
Marshall Islands,MHL,2020,Oil,151282
Martinique,MTQ,2020,Oil,2348393
Mauritania,MRT,2020,Oil,3377180
Mauritius,MUS,2020,Oil,2484412
Mayotte,MYT,2020,Oil,305584
Mexico,MEX,2020,Oil,172189279
Micronesia (country),FSM,2020,Oil,147500
Moldova,MDA,2020,Oil,2248639
Mongolia,MNG,2020,Oil,4417422
Montenegro,MNE,2020,Oil,922226
Montserrat,MSR,2020,Oil,25318
Morocco,MAR,2020,Oil,33097164
Mozambique,MOZ,2020,Oil,3702388
Myanmar,MMR,2020,Oil,19806542
Namibia,NAM,2020,Oil,3450915
Nauru,NRU,2020,Oil,56731
Nepal,NPL,2020,Oil,7287991
Netherlands,NLD,2020,Oil,48409391
New Caledonia,NCL,2020,Oil,2889478
New Zealand,NZL,2020,Oil,17727127
Nicaragua,NIC,2020,Oil,4720858
Niger,NER,2020,Oil,1329280
Nigeria,NGA,2020,Oil,62715685
Niue,NIU,2020,Oil,11346
North America,,2020,Oil,2549140233
North America (excl. USA),,2020,Oil,528602526
North Korea,PRK,2020,Oil,3002940
North Macedonia,MKD,2020,Oil,2835452
Norway,NOR,2020,Oil,21111883
Oceania,,2020,Oil,154669765
Oman,OMN,2020,Oil,3844477
Pakistan,PAK,2020,Oil,88688382
Palau,PLW,2020,Oil,219358
Palestine,PSE,2020,Oil,2898754
Panama,PAN,2020,Oil,8659002
Panama Canal Zone,,2020,Oil,0
Papua New Guinea,PNG,2020,Oil,5642803
Paraguay,PRY,2020,Oil,7154272
Peru,PER,2020,Oil,25812425
Philippines,PHL,2020,Oil,49172455
Poland,POL,2020,Oil,85228164
Portugal,PRT,2020,Oil,21924386
Puerto Rico,PRI,2020,Oil,0
Qatar,QAT,2020,Oil,13032160
Reunion,REU,2020,Oil,2482348
Romania,ROU,2020,Oil,30374912
Russia,RUS,2020,Oil,388774194
Rwanda,RWA,2020,Oil,839983
Ryukyu Islands,,2020,Oil,0
Saint Helena,SHN,2020,Oil,9494
Saint Kitts and Nevis,KNA,2020,Oil,212040
Saint Lucia,LCA,2020,Oil,439905
Saint Pierre and Miquelon,SPM,2020,Oil,50636
Saint Vincent and the Grenadines,VCT,2020,Oil,208876
Samoa,WSM,2020,Oil,245833
Sao Tome and Principe,STP,2020,Oil,112744
Saudi Arabia,SAU,2020,Oil,342599451
Senegal,SEN,2020,Oil,6400111
Serbia,SRB,2020,Oil,8452012
Seychelles,SYC,2020,Oil,491067
Sierra Leone,SLE,2020,Oil,877190
Singapore,SGP,2020,Oil,22345247
Sint Maarten (Dutch part),SXM,2020,Oil,623462
Slovakia,SVK,2020,Oil,9962153
Slovenia,SVN,2020,Oil,5646537
Solomon Islands,SLB,2020,Oil,298781
Somalia,SOM,2020,Oil,562143
South Africa,ZAF,2020,Oil,43526399
South America,,2020,Oil,556503154
South Korea,KOR,2020,Oil,166716560
South Sudan,SSD,2020,Oil,1179207
Spain,ESP,2020,Oil,118200733
Sri Lanka,LKA,2020,Oil,13343767
St. Kitts-Nevis-Anguilla,,2020,Oil,0
Sudan,SDN,2020,Oil,17303655
Suriname,SUR,2020,Oil,2203308
Sweden,SWE,2020,Oil,27016314
Switzerland,CHE,2020,Oil,23401217
Syria,SYR,2020,Oil,20891147
Taiwan,TWN,2020,Oil,66328347
Tajikistan,TJK,2020,Oil,2467943
Tanzania,TZA,2020,Oil,6128647
Thailand,THA,2020,Oil,111538791
Timor,TLS,2020,Oil,525704
Togo,TGO,2020,Oil,1228065
Tonga,TON,2020,Oil,143718
Trinidad and Tobago,TTO,2020,Oil,4121912
Tunisia,TUN,2020,Oil,11670622
Turkey,TUR,2020,Oil,105908494
Turkmenistan,TKM,2020,Oil,20024428
Turks and Caicos Islands,TCA,2020,Oil,202546
Tuvalu,TUV,2020,Oil,7564
Uganda,UGA,2020,Oil,4519756
Ukraine,UKR,2020,Oil,37449927
United Arab Emirates,ARE,2020,Oil,15576670
United Kingdom,GBR,2020,Oil,137846176
United States,USA,2020,Oil,2020537707
Upper-middle-income countries,,2020,Oil,3421046230
Uruguay,URY,2020,Oil,5424027
Uzbekistan,UZB,2020,Oil,10791874
Vanuatu,VUT,2020,Oil,181538
Venezuela,VEN,2020,Oil,28056123
Vietnam,VNM,2020,Oil,58444638
Wallis and Futuna,WLF,2020,Oil,26474
World,OWID_WRL,2020,Oil,11072500907
Yemen,YEM,2020,Oil,8595687
Zambia,ZMB,2020,Oil,3088554
Zimbabwe,ZWE,2020,Oil,3576390
Afghanistan,AFG,2020,Coal,7507941
Africa,,2020,Coal,446097038
Albania,ALB,2020,Coal,461364
Algeria,DZA,2020,Coal,1098606
Andorra,AND,2020,Coal,0
Angola,AGO,2020,Coal,0
Anguilla,AIA,2020,Coal,0
Antarctica,ATA,2020,Coal,0
Antigua and Barbuda,ATG,2020,Coal,0
Argentina,ARG,2020,Coal,2815605
Armenia,ARM,2020,Coal,4359
Aruba,ABW,2020,Coal,0
Asia,,2020,Coal,11139156291
Asia (excl. China & India),,2020,Coal,2130503354
Australia,AUS,2020,Coal,159817374
Austria,AUT,2020,Coal,10205193
Azerbaijan,AZE,2020,Coal,3664
Bahamas,BHS,2020,Coal,8405
Bahrain,BHR,2020,Coal,0
Bangladesh,BGD,2020,Coal,14750640
Barbados,BRB,2020,Coal,0
Belarus,BLR,2020,Coal,3378951
Belgium,BEL,2020,Coal,10901707
Belize,BLZ,2020,Coal,0
Benin,BEN,2020,Coal,0
Bermuda,BMU,2020,Coal,16810
Bhutan,BTN,2020,Coal,965307
Bolivia,BOL,2020,Coal,14597
Bonaire Sint Eustatius and Saba,BES,2020,Coal,0
Bosnia and Herzegovina,BIH,2020,Coal,16201375
Botswana,BWA,2020,Coal,3738129
Brazil,BRA,2020,Coal,55445998
British Virgin Islands,VGB,2020,Coal,0
Brunei,BRN,2020,Coal,0
Bulgaria,BGR,2020,Coal,16762141
Burkina Faso,BFA,2020,Coal,0
Burundi,BDI,2020,Coal,16144
Cambodia,KHM,2020,Coal,4540516
Cameroon,CMR,2020,Coal,0
Canada,CAN,2020,Coal,45117556
Cape Verde,CPV,2020,Coal,0
Central African Republic,CAF,2020,Coal,0
Chad,TCD,2020,Coal,0
Chile,CHL,2020,Coal,26081550
China,CHN,2020,Coal,7421100770
Christmas Island,CXR,2020,Coal,0
Colombia,COL,2020,Coal,21681803
Comoros,COM,2020,Coal,0
Congo,COG,2020,Coal,0
Cook Islands,COK,2020,Coal,0
Costa Rica,CRI,2020,Coal,0
Cote d'Ivoire,CIV,2020,Coal,0
Croatia,HRV,2020,Coal,1390108
Cuba,CUB,2020,Coal,33620
Curacao,CUW,2020,Coal,0
Cyprus,CYP,2020,Coal,56757
Czechia,CZE,2020,Coal,46843521
Democratic Republic of Congo,COD,2020,Coal,0
Denmark,DNK,2020,Coal,3082566
Djibouti,DJI,2020,Coal,0
Dominica,DMA,2020,Coal,0
Dominican Republic,DOM,2020,Coal,7539255
Ecuador,ECU,2020,Coal,0
Egypt,EGY,2020,Coal,378985
El Salvador,SLV,2020,Coal,4314
Equatorial Guinea,GNQ,2020,Coal,0
Eritrea,ERI,2020,Coal,0
Estonia,EST,2020,Coal,6126367
Eswatini,SWZ,2020,Coal,130331
Ethiopia,ETH,2020,Coal,1452972
Europe,,2020,Coal,1146776274
Europe (excl. EU-27),,2020,Coal,548955406
Europe (excl. EU-28),,2020,Coal,526308928
European Union (27),,2020,Coal,597820868
European Union (28),,2020,Coal,620467346
Faeroe Islands,FRO,2020,Coal,0
Fiji,FJI,2020,Coal,0
Finland,FIN,2020,Coal,13693366
France,FRA,2020,Coal,21254257
French Equatorial Africa,,2020,Coal,0
French Guiana,GUF,2020,Coal,0
French Polynesia,PYF,2020,Coal,0
French West Africa,,2020,Coal,0
Gabon,GAB,2020,Coal,0
Gambia,GMB,2020,Coal,0
Georgia,GEO,2020,Coal,1176656
Germany,DEU,2020,Coal,199077067
Ghana,GHA,2020,Coal,0
Greece,GRC,2020,Coal,9459461
Greenland,GRL,2020,Coal,0
Grenada,GRD,2020,Coal,0
Guadeloupe,GLP,2020,Coal,468841
Guatemala,GTM,2020,Coal,5439685
Guinea,GIN,2020,Coal,0
Guinea-Bissau,GNB,2020,Coal,0
Guyana,GUY,2020,Coal,0
Haiti,HTI,2020,Coal,0
High-income countries,,2020,Coal,2607079506
Honduras,HND,2020,Coal,0
Hong Kong,HKG,2020,Coal,12789088
Hungary,HUN,2020,Coal,7657422
Iceland,ISL,2020,Coal,685027
India,IND,2020,Coal,1587552167
Indonesia,IDN,2020,Coal,300517866
International transport,,2020,Coal,0
Iran,IRN,2020,Coal,5113991
Iraq,IRQ,2020,Coal,0
Ireland,IRL,2020,Coal,3344774
Israel,ISR,2020,Coal,15405597
Italy,ITA,2020,Coal,22703943
Jamaica,JAM,2020,Coal,529513
Japan,JPN,2020,Coal,402978629
Jordan,JOR,2020,Coal,639258
Kazakhstan,KAZ,2020,Coal,171630015
Kenya,KEN,2020,Coal,1620871
Kiribati,KIR,2020,Coal,0
Kosovo,OWID_KOS,2020,Coal,5529211
Kuwait,KWT,2020,Coal,0
Kuwaiti Oil Fires,,2020,Coal,0
Kyrgyzstan,KGZ,2020,Coal,4807975
Laos,LAO,2020,Coal,29173712
Latvia,LVA,2020,Coal,93236
Lebanon,LBN,2020,Coal,506080
Leeward Islands,,2020,Coal,0
Lesotho,LSO,2020,Coal,1531389
Liberia,LBR,2020,Coal,0
Libya,LBY,2020,Coal,0
Liechtenstein,LIE,2020,Coal,0
Lithuania,LTU,2020,Coal,627217
Low-income countries,,2020,Coal,34886507
Lower-middle-income countries,,2020,Coal,2464794127
Luxembourg,LUX,2020,Coal,267772
Macao,MAC,2020,Coal,0
Madagascar,MDG,2020,Coal,1307674
Malawi,MWI,2020,Coal,206645
Malaysia,MYS,2020,Coal,102608155
Maldives,MDV,2020,Coal,0
Mali,MLI,2020,Coal,0
Malta,MLT,2020,Coal,9
Marshall Islands,MHL,2020,Coal,0
Martinique,MTQ,2020,Coal,0
Mauritania,MRT,2020,Coal,0
Mauritius,MUS,2020,Coal,1494946
Mayotte,MYT,2020,Coal,0
Mexico,MEX,2020,Coal,16936447
Micronesia (country),FSM,2020,Coal,0
Moldova,MDA,2020,Coal,366156
Mongolia,MNG,2020,Coal,83609856
Montenegro,MNE,2020,Coal,1387667
Montserrat,MSR,2020,Coal,0
Morocco,MAR,2020,Coal,24316171
Mozambique,MOZ,2020,Coal,103322
Myanmar,MMR,2020,Coal,4826533
Namibia,NAM,2020,Coal,20734
Nauru,NRU,2020,Coal,0
Nepal,NPL,2020,Coal,6235166
Netherlands,NLD,2020,Coal,16722596
New Caledonia,NCL,2020,Coal,5770389
New Zealand,NZL,2020,Coal,5713609
Nicaragua,NIC,2020,Coal,0
Niger,NER,2020,Coal,340994
Nigeria,NGA,2020,Coal,106365
Niue,NIU,2020,Coal,0
North America,,2020,Coal,965429731
North America (excl. USA),,2020,Coal,76780338
North Korea,PRK,2020,Coal,23675039
North Macedonia,MKD,2020,Coal,3379364
Norway,NOR,2020,Coal,4082839
Oceania,,2020,Coal,171301372
Oman,OMN,2020,Coal,0
Pakistan,PAK,2020,Coal,58769995
Palau,PLW,2020,Coal,0
Palestine,PSE,2020,Coal,0
Panama,PAN,2020,Coal,685892
Panama Canal Zone,,2020,Coal,0
Papua New Guinea,PNG,2020,Coal,0
Paraguay,PRY,2020,Coal,7299
Peru,PER,2020,Coal,1238699
Philippines,PHL,2020,Coal,68993835
Poland,POL,2020,Coal,160834185
Portugal,PRT,2020,Coal,2333610
Puerto Rico,PRI,2020,Coal,0
Qatar,QAT,2020,Coal,0
Reunion,REU,2020,Coal,2105600
Romania,ROU,2020,Coal,12942650
Russia,RUS,2020,Coal,356945515
Rwanda,RWA,2020,Coal,6458
Ryukyu Islands,,2020,Coal,0
Saint Helena,SHN,2020,Coal,0
Saint Kitts and Nevis,KNA,2020,Coal,0
Saint Lucia,LCA,2020,Coal,0
Saint Pierre and Miquelon,SPM,2020,Coal,0
Saint Vincent and the Grenadines,VCT,2020,Coal,0
Samoa,WSM,2020,Coal,0
Sao Tome and Principe,STP,2020,Coal,0
Saudi Arabia,SAU,2020,Coal,0
Senegal,SEN,2020,Coal,1930213
Serbia,SRB,2020,Coal,28897818
Seychelles,SYC,2020,Coal,0
Sierra Leone,SLE,2020,Coal,0
Singapore,SGP,2020,Coal,2051451
Sint Maarten (Dutch part),SXM,2020,Coal,0
Slovakia,SVK,2020,Coal,8636338
Slovenia,SVN,2020,Coal,4494270
Solomon Islands,SLB,2020,Coal,0
Somalia,SOM,2020,Coal,0
South Africa,ZAF,2020,Coal,394045517
South America,,2020,Coal,107337556
South Korea,KOR,2020,Coal,282883413
South Sudan,SSD,2020,Coal,0
Spain,ESP,2020,Coal,10943267
Sri Lanka,LKA,2020,Coal,6677945
St. Kitts-Nevis-Anguilla,,2020,Coal,0
Sudan,SDN,2020,Coal,0
Suriname,SUR,2020,Coal,0
Sweden,SWE,2020,Coal,7367068
Switzerland,CHE,2020,Coal,434310
Syria,SYR,2020,Coal,2960
Taiwan,TWN,2020,Coal,154018761
Tajikistan,TJK,2020,Coal,4986693
Tanzania,TZA,2020,Coal,1469116
Thailand,THA,2020,Coal,55013129
Timor,TLS,2020,Coal,0
Togo,TGO,2020,Coal,0
Tonga,TON,2020,Coal,0
Trinidad and Tobago,TTO,2020,Coal,0
Tunisia,TUN,2020,Coal,0
Turkey,TUR,2020,Coal,156126669
Turkmenistan,TKM,2020,Coal,0
Turks and Caicos Islands,TCA,2020,Coal,0
Tuvalu,TUV,2020,Coal,0
Uganda,UGA,2020,Coal,0
Ukraine,UKR,2020,Coal,104559331
United Arab Emirates,ARE,2020,Coal,9810317
United Kingdom,GBR,2020,Coal,22646478
United States,USA,2020,Coal,888649393
Upper-middle-income countries,,2020,Coal,8866714109
Uruguay,URY,2020,Coal,2433
Uzbekistan,UZB,2020,Coal,11350886
Vanuatu,VUT,2020,Coal,0
Venezuela,VEN,2020,Coal,49572
Vietnam,VNM,2020,Coal,126084899
Wallis and Futuna,WLF,2020,Coal,0
World,OWID_WRL,2020,Coal,13976098260
Yemen,YEM,2020,Coal,266358
Zambia,ZMB,2020,Coal,2418391
Zimbabwe,ZWE,2020,Coal,6257465
